SalePrice,Lot.Area,Overall.Qual,Overall.Cond,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Full.Bath,Half.Bath,Bedroom.AbvGr,TotRms.AbvGrd,Mo.Sold,Yr.Sold
290000,13262,8,5,2003,1105,1295,3,1,4,10,6,2009
255900,9658,8,5,2006,1606,0,2,0,3,6,7,2009
213000,6904,6,5,2005,1358,0,2,0,2,6,8,2009
196000,5381,6,5,2005,1306,0,2,0,1,5,8,2009
184500,5122,6,5,2005,1306,0,2,0,1,5,3,2009
212500,10307,7,5,2007,1358,0,2,0,2,6,5,2009
230000,5001,7,5,2007,1314,0,2,0,2,6,7,2009
552000,14836,10,5,2004,2492,0,2,1,2,8,2,2009
382500,15262,8,5,2003,2200,0,2,1,3,8,7,2009
320000,7390,9,5,2008,1884,0,2,0,2,6,5,2009
248500,6472,9,5,2008,1456,0,2,0,2,6,4,2009
286500,16770,8,5,2002,1712,0,2,0,3,8,9,2009
254000,6240,8,5,2006,1324,0,2,0,2,6,12,2009
173000,3480,7,5,2003,1405,0,2,0,2,6,11,2009
173000,2268,7,5,2003,764,862,2,0,2,6,7,2009
184000,10928,7,5,2005,728,728,2,1,3,8,6,2009
167800,8918,6,5,2005,745,745,2,1,3,7,7,2009
174000,12589,6,5,2005,742,742,2,1,3,8,6,2009
174000,11911,6,5,2005,684,876,2,1,3,6,3,2009
174000,3684,7,5,2007,1555,0,2,0,2,7,6,2009
175900,3635,7,5,2007,1569,0,2,0,1,7,5,2009
192500,3182,7,5,2005,1555,0,2,0,2,7,5,2009
181000,3182,7,5,2005,1504,0,2,0,1,7,5,2009
180000,3182,7,5,2005,1220,0,2,0,2,5,8,2009
160200,3182,7,5,2005,1145,0,2,0,2,5,9,2009
188500,7795,7,5,2004,716,716,2,1,3,6,7,2009
200000,8068,6,5,2002,1010,1257,2,1,4,8,12,2009
170000,9434,7,5,2004,744,630,2,1,3,6,8,2009
189500,7984,7,5,2004,868,762,2,1,3,7,9,2009
184100,7750,8,5,2002,779,640,2,1,3,7,3,2009
195500,10125,7,5,2004,846,748,2,1,3,7,7,2009
192000,8965,7,5,2003,806,683,2,1,3,8,6,2009
178000,8174,7,5,2003,698,644,2,1,3,7,5,2009
207500,5063,7,5,2007,1314,0,2,0,2,6,4,2009
236000,8795,7,5,2000,980,1276,2,1,4,8,4,2009
257500,12891,8,5,2002,878,1126,2,1,4,8,7,2009
244000,12224,6,5,2000,1022,1032,2,1,3,7,7,2009
167000,9734,7,5,2004,744,630,2,1,3,7,5,2009
179000,8123,6,5,2000,1007,793,2,1,3,7,6,2009
190000,8433,6,5,2000,819,695,2,1,3,7,6,2009
156000,7750,7,5,1999,774,656,2,1,3,7,3,2009
245000,15896,7,5,1999,1223,1089,2,1,4,8,5,2009
181000,24682,6,5,1999,892,783,2,1,3,7,6,2009
214000,8755,7,5,1999,1022,1038,2,1,3,8,6,2009
168000,7848,7,6,1999,774,656,2,1,3,7,6,2009
337000,9430,8,5,1999,1268,1097,2,1,3,8,7,2009
403000,15138,8,5,1995,1490,1304,2,1,4,9,7,2009
327000,12720,8,5,2000,1466,1221,2,1,4,10,9,2009
340000,16545,8,5,1998,1310,1140,2,1,3,7,5,2009
336000,12203,8,5,1998,1276,1336,2,1,4,8,7,2009
265000,10208,7,5,1996,1277,1067,2,1,3,7,7,2009
315000,10750,8,5,1994,2063,0,2,0,3,7,6,2009
260000,9900,7,5,1993,1372,1274,2,1,4,9,4,2009
260000,9085,7,5,1995,1094,967,2,1,3,7,11,2009
263550,11692,8,5,1993,1215,1017,2,1,3,8,10,2009
402000,46589,8,7,1994,1686,762,2,1,4,8,7,2009
248000,29959,7,6,1994,979,871,2,1,3,7,1,2009
244600,9612,8,5,2008,1468,0,2,0,3,6,12,2009
275000,11194,8,5,2008,1696,0,2,0,3,7,9,2009
257500,10206,8,5,2008,1658,0,2,1,3,7,9,2009
287090,9262,8,5,2008,1578,0,2,0,3,7,5,2009
275500,10130,8,5,2007,1702,0,2,0,3,7,3,2009
245000,9139,8,5,2006,1432,0,2,0,3,7,9,2009
253000,9675,7,5,2005,1113,858,2,1,3,8,2,2009
468000,11128,9,5,2005,2490,0,2,0,2,9,10,2009
252678,8640,7,5,2009,932,920,2,1,3,7,7,2009
210000,9000,8,5,2008,786,804,2,1,3,6,6,2009
208300,7862,6,5,2009,1218,0,2,0,2,4,9,2009
225000,7993,7,5,2008,1436,0,2,0,3,6,10,2009
229456,8640,8,5,2009,1314,0,2,0,3,6,9,2009
229800,8640,7,5,2008,1402,0,2,0,3,7,5,2009
250000,12606,9,5,2007,1530,0,2,0,3,7,5,2009
370878,9187,9,5,2009,1766,0,2,1,2,7,10,2009
238500,7500,8,5,2006,1448,0,2,0,2,6,6,2009
310000,11003,10,5,2008,1026,981,2,1,3,10,4,2009
270000,10603,8,5,2006,909,886,2,1,3,8,7,2009
252000,10574,8,5,2005,1082,871,2,1,3,9,5,2009
241000,8125,7,5,2006,1112,438,2,0,2,7,10,2009
264500,8125,8,5,2008,1836,0,2,0,3,8,10,2009
291000,10625,7,5,2006,1662,0,2,0,3,8,3,2009
263000,9375,7,5,2003,912,1182,2,1,4,8,11,2009
185000,7500,7,5,2004,1221,0,2,0,2,6,10,2009
234500,8736,7,5,2003,1553,0,2,0,3,6,8,2009
209000,8127,7,5,2003,812,841,2,1,3,6,3,2009
159000,9605,7,6,2007,1218,0,1,1,3,6,4,2009
152000,7500,7,5,2006,1141,0,1,1,3,6,6,2009
143500,7500,6,5,2004,1158,0,1,1,3,5,8,2009
193000,10628,7,5,2004,871,941,2,1,3,8,1,2009
203000,10141,8,5,2004,1512,0,2,0,3,6,1,2009
184900,10083,7,5,2003,1200,0,2,0,2,5,8,2009
159000,13072,7,5,2004,1114,0,1,1,3,6,5,2009
142000,13072,5,5,2004,1114,0,1,1,3,6,8,2009
153000,12450,5,5,2003,1114,0,2,0,3,6,6,2009
224243,7328,7,5,2008,1450,0,2,0,2,6,2,2009
220000,11492,7,5,1996,913,1209,2,1,4,8,4,2009
257000,10994,8,5,2005,1844,0,2,0,2,7,9,2009
189000,8529,7,5,2001,1434,0,2,0,3,6,4,2009
171500,7703,6,6,1992,833,897,2,1,3,6,11,2009
120000,10762,6,6,1980,626,591,1,1,3,6,4,2009
145000,7175,6,5,1990,1332,0,2,0,2,5,2,2009
184000,9109,7,5,1994,754,786,2,1,3,6,10,2009
162000,10274,6,7,1986,698,702,2,1,3,6,7,2009
160000,8250,6,7,1981,964,918,2,0,4,8,5,2009
82000,8400,4,4,1950,841,0,1,0,2,4,9,2009
76000,9000,6,3,1928,784,0,1,0,2,5,10,2009
110000,9750,5,5,1962,980,0,1,0,3,5,11,2009
135000,7064,5,6,1977,980,0,1,0,3,6,7,2009
141000,8499,5,6,1961,864,0,1,0,3,5,6,2009
122000,9079,5,5,1961,864,0,1,0,2,5,7,2009
124100,9316,5,5,1965,1020,0,2,0,3,5,5,2009
129000,7791,5,8,1963,912,0,1,0,3,6,10,2009
131400,10000,5,6,1961,1144,0,1,0,3,6,3,2009
62383,8281,5,5,1965,864,0,1,0,3,5,12,2009
123000,7150,5,6,1962,912,0,1,0,3,6,10,2009
275000,15676,8,8,1980,2014,0,2,0,2,6,4,2009
235000,11949,7,8,1991,975,780,2,1,3,7,7,2009
280750,2880,7,5,2004,1376,1629,2,1,3,9,7,2009
164500,3951,6,5,2009,612,612,2,1,2,4,6,2009
173733,3000,6,5,2009,612,612,2,1,2,4,6,2009
222000,3830,6,5,2008,1726,0,2,1,2,6,1,2009
195000,4217,6,5,2008,1256,0,1,1,1,5,3,2009
172500,3230,6,5,1999,742,729,2,1,3,6,3,2009
180000,2998,6,5,2000,756,756,2,1,2,4,8,2009
156000,3768,7,5,1999,713,739,2,1,3,6,9,2009
172500,2645,8,5,1999,983,756,2,1,3,7,8,2009
318750,14694,8,9,1977,1694,0,2,0,2,5,6,2009
211500,3782,8,5,1981,1226,0,1,0,1,4,9,2009
241600,15417,7,5,1981,1740,0,1,1,2,7,6,2009
180500,9600,8,5,1976,1487,1012,2,1,4,5,1,2009
150000,9991,4,4,1976,1620,0,2,0,3,8,6,2009
154000,11700,6,6,1968,829,727,1,1,4,8,5,2009
185000,11717,6,6,1970,1442,0,2,0,2,6,2,2009
185750,9156,6,7,1968,1489,0,2,0,3,7,8,2009
200000,10382,7,6,1973,1107,983,2,1,3,7,11,2009
206000,12732,7,6,1974,1285,782,2,1,3,7,6,2009
162000,12936,6,6,1972,735,660,1,1,3,6,12,2009
256900,10400,6,7,1967,1271,1369,2,1,5,8,5,2009
197900,17871,6,5,1967,1724,0,1,1,3,7,6,2009
163000,9600,5,5,1969,1336,0,2,0,3,6,8,2009
113000,9000,6,5,1969,1216,0,1,0,3,5,8,2009
230000,13774,7,7,1977,1316,972,1,2,4,8,11,2009
167900,9650,6,5,1977,1334,0,2,0,2,6,4,2009
213250,10140,7,5,1998,1680,0,2,0,3,7,6,2009
227000,8400,8,6,2001,810,855,2,1,3,6,11,2009
130000,7130,5,6,1967,864,0,1,0,2,5,6,2009
143000,9600,5,5,1967,1568,0,1,1,3,7,3,2009
117500,9100,5,6,1965,925,0,1,0,2,5,7,2009
168500,9600,7,5,1974,1165,896,2,1,4,8,5,2009
172500,16500,6,5,1971,1320,0,2,0,3,5,5,2009
161500,9790,6,5,1967,1342,0,2,0,3,7,9,2009
141500,7436,4,7,1960,894,0,1,0,2,5,8,2009
118000,8125,5,7,1959,864,0,1,0,3,5,9,2009
127500,9100,6,6,1959,864,0,1,0,2,5,10,2009
140000,9450,4,5,1957,1362,0,1,0,3,6,5,2009
177625,13495,5,6,1956,1728,0,2,0,3,7,7,2009
110000,11475,5,5,1958,1776,0,2,0,4,9,7,2009
167000,10004,6,6,1964,1516,0,1,1,3,6,2,2009
153000,9350,5,6,1961,1313,0,1,1,3,6,2,2009
145100,10500,5,5,1964,1292,0,1,1,3,6,7,2009
154000,11000,5,6,1966,1154,0,1,1,3,6,11,2009
177500,8970,5,6,1965,825,1315,2,1,4,7,6,2009
158000,12095,6,6,1964,1445,0,1,1,3,7,8,2009
124500,9600,5,6,1959,1041,0,1,0,3,6,7,2009
174500,11475,6,6,1961,1576,0,1,0,4,7,9,2009
122000,9768,5,5,1955,960,0,1,0,2,5,2,2009
82500,5330,4,7,1940,708,0,1,0,2,5,12,2009
110000,7015,5,4,1950,979,224,1,0,3,5,7,2009
149500,12160,6,4,1953,1505,0,1,0,2,6,2,2009
175000,9900,6,5,1967,1691,0,1,0,2,5,4,2009
167000,9600,6,5,1953,1644,0,1,0,3,7,10,2009
128900,9600,5,6,1956,1050,0,1,0,2,5,6,2009
140000,9600,6,8,1950,1112,556,1,1,3,6,9,2009
147000,9600,5,7,1950,1113,0,1,0,3,5,7,2009
124000,8944,5,5,1967,1584,0,2,0,4,8,4,2009
187500,10573,6,6,1961,1453,0,2,0,3,6,4,2009
159000,9500,6,5,1963,1394,0,1,1,3,6,7,2009
256000,14695,6,8,1966,1567,0,2,0,2,5,7,2009
205000,13600,7,6,1965,1186,800,2,1,3,7,10,2009
193500,13000,6,6,1968,1182,960,2,1,4,8,6,2009
110000,13560,6,3,1968,1392,0,1,0,2,5,7,2009
104900,12513,4,4,1920,1281,457,2,0,4,7,6,2009
150000,8760,5,7,1956,1144,0,1,0,3,6,6,2009
156500,8400,6,3,1957,1478,0,1,1,3,6,6,2009
176000,12285,7,6,1960,1329,0,1,1,3,5,8,2009
149500,9240,6,8,1959,988,0,2,0,3,6,6,2009
139000,9600,6,6,1958,1632,0,2,0,3,6,4,2009
155000,12400,6,7,1958,1215,0,1,0,3,6,6,2009
120000,8750,5,5,1956,1202,0,1,0,3,6,11,2009
153000,8750,5,5,1955,1382,0,1,0,3,6,7,2009
144000,10400,4,5,1956,1200,0,1,0,3,6,11,2009
176000,19296,6,5,1962,1382,0,1,0,3,6,5,2009
153000,8532,5,6,1954,1297,0,1,0,3,5,10,2009
135000,9482,5,4,1958,1866,0,2,0,4,8,12,2009
131000,8128,6,7,1954,1062,0,1,0,3,6,2,2009
123000,10634,5,6,1953,1319,0,1,0,3,5,11,2009
126000,13070,5,5,1951,1112,0,1,0,2,5,10,2009
115000,10434,4,5,1955,1005,0,1,0,2,5,11,2009
164900,14559,5,7,1951,1363,0,1,0,2,6,6,2009
113000,8480,5,6,1945,793,0,1,0,2,4,8,2009
145500,7626,5,8,1952,1031,0,1,0,2,5,3,2009
102900,9533,5,5,1953,1210,0,1,1,2,7,8,2009
95000,10615,3,5,1900,1014,685,2,0,3,7,8,2009
152500,11419,7,7,1948,801,726,1,1,3,6,12,2009
129900,9600,5,6,1950,1200,0,1,0,3,6,8,2009
132000,8000,6,6,1948,972,0,1,0,2,5,5,2009
99900,5470,3,5,1958,792,0,1,0,2,4,8,2009
135000,10410,5,7,1916,808,704,2,1,3,8,8,2009
149000,10800,5,7,1939,676,676,2,0,4,7,8,2009
114000,8146,4,8,1900,717,322,1,0,2,6,5,2009
109500,9022,5,8,1924,792,0,1,0,2,5,5,2009
125000,10230,5,7,1925,1078,0,1,0,3,6,12,2009
142900,10410,4,5,1915,1313,0,2,0,3,8,6,2009
156500,7200,7,9,1910,930,760,2,0,4,5,8,2009
59000,5400,2,5,1940,599,0,1,0,2,4,6,2009
105000,5400,4,6,1920,840,534,1,0,2,6,10,2009
106000,10800,5,7,1920,846,0,1,0,2,4,6,2009
78500,10800,3,5,1890,725,0,1,1,1,4,11,2009
190000,9671,6,5,1969,1248,1296,2,2,6,12,8,2009
154000,10143,6,7,1963,1380,0,1,1,3,6,6,2009
163000,11500,6,4,1967,1040,0,1,0,3,6,5,2009
200000,11643,5,5,1969,1338,1296,2,2,6,12,8,2009
143500,8010,6,9,1958,951,0,1,0,2,6,9,2009
135000,10454,6,6,1957,1105,0,1,0,3,5,4,2009
153000,8712,5,7,1957,1306,0,1,0,2,5,5,2009
157500,17600,6,5,1960,1478,0,2,0,3,6,12,2009
113500,9000,6,6,1958,1142,0,1,0,2,5,4,2009
133000,12144,5,7,1949,1036,0,1,0,3,6,9,2009
92900,8544,3,4,1950,1040,0,2,0,2,6,6,2009
128500,8064,6,5,1950,765,368,1,0,3,5,12,2009
90000,7200,4,5,1949,1040,0,2,0,2,6,6,2009
138000,7200,5,4,1950,1136,768,1,1,3,7,5,2009
128000,7350,5,6,1958,1041,0,1,0,3,6,3,2009
139000,7560,5,6,1958,1339,0,1,0,3,6,5,2009
118900,7200,5,7,1952,732,0,1,0,2,4,9,2009
138000,8000,5,5,1959,1183,0,1,0,3,6,7,2009
132500,7931,5,5,1959,1148,0,1,0,3,6,7,2009
133500,10800,4,7,1949,832,629,2,0,4,6,8,2009
135000,8064,6,7,1948,1064,0,1,0,3,6,8,2009
144750,7570,6,5,1964,993,813,1,1,4,8,3,2009
145000,8604,5,7,1978,941,0,1,0,2,4,11,2009
127000,7936,6,6,1963,1045,0,1,0,3,6,4,2009
109500,6600,5,5,1962,894,0,1,0,2,5,8,2009
115000,3950,6,8,1926,818,406,1,0,3,5,12,2009
110000,10440,5,6,1910,682,548,1,1,2,5,5,2009
128900,4080,6,8,1935,861,517,1,0,3,6,6,2009
103500,10307,6,5,1910,972,972,2,0,4,12,6,2009
66500,5720,5,6,1941,676,455,1,1,3,5,8,2009
130000,15660,5,8,1910,810,496,1,1,3,6,7,2009
129000,9900,5,8,1910,764,700,2,0,3,7,3,2009
150000,6406,5,6,1939,868,690,1,1,3,7,10,2009
107500,6600,5,4,1892,1378,994,2,0,4,11,12,2009
94550,7627,4,6,1920,1101,600,2,0,4,8,10,2009
124500,7596,5,5,1952,960,1000,2,0,4,10,7,2009
135000,3378,7,8,1946,707,682,1,1,3,6,9,2009
103000,10134,5,5,1910,801,646,1,0,3,6,7,2009
93000,6000,4,4,1953,936,0,1,0,2,4,2,2009
129500,6000,5,7,1950,768,560,1,1,3,6,3,2009
93000,6000,5,4,1954,811,576,2,0,3,7,11,2009
80000,7404,4,6,1920,861,0,1,0,2,5,11,2009
45000,5925,2,4,1940,612,0,1,0,1,4,10,2009
37900,5925,3,6,1910,600,368,1,0,2,6,5,2009
91300,5784,5,8,1938,886,0,1,0,2,4,12,2009
99500,8520,5,8,1923,792,0,1,0,2,5,2,2009
113000,4456,4,5,1920,736,716,2,0,2,8,6,2009
87500,9600,4,4,1910,833,677,2,0,3,7,6,2009
110000,3500,5,7,1947,720,564,1,1,2,5,4,2009
106000,8100,5,5,1898,1075,1063,2,0,2,11,11,2009
265979,11700,7,7,1880,1320,1320,1,1,4,8,5,2009
160000,8400,6,7,1900,1090,917,2,0,3,8,6,2009
119000,3600,6,7,1917,664,624,1,0,3,5,5,2009
168000,17671,8,9,1882,916,826,1,1,4,8,11,2009
58500,3300,4,3,1910,816,0,1,0,2,5,6,2009
143000,9000,7,9,1920,832,650,1,0,3,7,7,2009
85000,7200,5,4,1910,1022,0,1,0,2,4,6,2009
124900,8820,5,6,1890,1188,561,1,0,2,7,9,2009
119000,5400,6,6,1920,1044,0,1,0,3,6,9,2009
146500,9720,6,7,1910,780,741,1,0,4,8,9,2009
34900,7879,4,5,1920,720,0,1,0,2,4,11,2009
44000,9392,3,3,1900,797,0,1,0,2,5,9,2009
223500,21384,5,6,1923,1072,504,1,1,3,6,5,2009
149000,6615,6,6,1923,1432,0,1,0,3,6,9,2009
205000,7264,7,7,1925,952,596,2,1,3,5,10,2009
137000,4960,5,7,1930,1001,653,2,0,3,7,5,2009
121000,8854,6,6,1916,952,0,1,0,2,4,5,2009
128000,6000,4,6,1936,757,567,1,0,3,6,7,2009
134900,6000,6,9,1937,786,390,1,0,2,4,7,2009
117000,6000,5,8,1925,884,464,1,0,3,5,5,2009
132500,6000,6,6,1939,825,587,1,0,4,6,5,2009
93000,6000,5,5,1924,822,320,1,0,3,6,6,2009
119000,6000,6,7,1926,904,0,1,0,2,4,1,2009
100000,6911,5,5,1924,1301,0,1,0,2,5,10,2009
141500,6120,5,6,1936,1067,472,1,1,3,5,4,2009
133000,6120,4,7,1935,989,584,1,0,3,6,7,2009
60000,6120,2,3,1936,800,0,1,0,1,4,1,2009
105000,6120,5,7,1931,875,0,1,0,2,5,11,2009
115000,6120,5,6,1925,995,0,1,0,2,5,3,2009
150000,6120,5,6,1938,994,588,2,0,3,6,2,2009
126500,8635,5,5,1925,1072,0,1,0,2,5,8,2009
214500,11888,6,6,1916,1445,689,2,0,5,10,7,2009
167500,11414,7,8,1910,1136,883,1,0,3,8,10,2009
155000,8094,6,6,1915,1048,720,2,0,3,8,6,2009
155000,2500,7,8,1915,916,910,1,1,4,7,6,2009
179900,9928,7,8,1915,1272,672,2,0,3,8,6,2009
104000,5520,6,6,1912,929,929,1,0,5,8,7,2009
62500,3000,5,1,1922,1088,1040,2,0,4,11,9,2009
149000,6876,6,5,1927,1146,784,2,0,4,8,8,2009
103000,6240,4,5,1925,848,0,1,0,2,5,1,2009
123000,5775,6,7,1915,741,686,1,0,3,7,2,2009
97500,5852,7,5,1902,978,886,2,1,6,9,5,2009
135000,5160,6,6,1927,1204,462,1,0,3,4,8,2009
70000,5160,4,6,1923,892,0,1,0,1,5,7,2009
116000,10320,6,7,1915,754,649,1,1,3,7,2,2009
88750,4280,4,9,1946,704,0,1,0,2,4,9,2009
179000,10800,5,5,1987,1200,0,3,0,3,5,3,2009
179000,10800,5,5,1987,1200,0,3,0,3,5,3,2009
159900,10547,5,5,1978,1152,0,2,0,2,6,7,2009
61000,10020,1,1,1922,904,0,0,1,1,4,3,2009
103600,6629,6,6,1925,697,672,2,0,3,6,7,2009
63000,9780,5,3,1934,687,425,2,0,4,6,3,2009
175000,12886,5,6,1963,1464,0,2,0,3,6,10,2009
139000,8816,5,6,1963,1121,0,1,0,3,5,6,2009
172500,11184,6,5,1978,918,765,2,1,3,7,7,2009
113500,11625,5,6,1967,1052,0,1,1,3,6,4,2009
130000,7800,5,7,1967,899,0,1,0,3,5,6,2009
149900,8014,6,5,1978,1034,0,1,0,3,5,6,2009
134900,7252,5,5,1982,858,0,1,0,2,5,4,2009
137000,8740,5,6,1982,860,0,1,0,2,4,7,2009
139000,11616,5,5,1962,1092,0,1,0,3,6,9,2009
165000,15400,5,5,1961,904,611,2,0,4,8,7,2009
148000,15312,6,5,1960,1138,0,1,0,3,6,3,2009
165000,15584,5,5,1956,2071,0,1,1,4,9,10,2009
63900,9000,2,2,1947,660,0,1,0,2,5,6,2009
161500,11250,4,5,1957,1104,684,1,0,5,8,11,2009
143000,25095,5,8,1968,1473,0,1,0,1,5,6,2009
135000,17140,4,6,1956,1229,0,1,0,3,6,4,2009
82500,12342,4,5,1940,861,0,1,0,1,4,3,2009
190000,10708,5,5,1955,1867,0,1,0,2,7,11,2009
139600,13680,3,5,1955,1733,0,2,0,4,8,6,2009
122000,15635,4,5,1954,1383,0,1,0,2,6,10,2009
127500,9855,6,5,1956,1689,0,1,0,3,7,11,2009
121500,9571,5,5,1956,1073,0,1,0,2,5,2,2009
60000,9571,5,3,1958,1276,0,1,0,3,5,6,2009
154400,9350,6,7,1946,892,747,1,1,3,6,7,2009
113000,9340,4,6,1941,672,0,1,0,2,4,8,2009
125000,7440,5,6,1954,1089,0,1,0,3,5,9,2009
84000,11500,4,3,1957,845,0,1,0,3,5,1,2009
139500,4235,5,5,1984,1049,0,2,0,2,5,2,2009
131000,11409,5,4,1949,1148,568,1,1,3,8,1,2009
105000,9060,6,5,1939,698,560,1,0,2,6,10,2009
108000,9084,4,5,1940,755,755,1,0,4,7,10,2009
162000,10778,7,6,1990,1061,0,1,1,1,4,7,2009
156500,19255,6,5,1983,1338,0,1,1,2,5,9,2009
316600,12327,8,8,1983,1496,636,1,1,1,5,9,2009
271900,14684,7,7,1990,2196,0,2,0,3,7,6,2009
213000,9317,7,5,1993,1006,769,2,1,3,7,7,2009
239900,10560,7,5,1993,1079,800,2,1,3,8,8,2009
239500,9828,8,5,1995,1142,878,2,1,3,8,6,2009
131000,26400,5,7,1880,1288,728,1,0,4,7,6,2009
118964,7018,5,5,1979,1535,0,2,0,4,8,6,2009
153337,7018,5,5,1979,1224,0,0,2,2,6,6,2009
147983,7018,5,5,1979,1114,1114,2,0,6,8,6,2009
118858,7018,5,5,1979,1535,0,2,0,4,8,6,2009
118858,7018,5,5,1979,1535,0,2,0,4,8,6,2009
142953,7018,5,5,1979,1120,1120,2,0,6,12,6,2009
148325,7040,5,5,1979,1229,0,0,2,2,6,6,2009
113722,7007,5,5,1979,1513,0,2,0,4,8,6,2009
269500,11855,7,5,2000,1168,1619,4,2,6,8,10,2009
269500,7939,7,5,2000,1168,1619,4,2,6,8,10,2009
269500,7976,7,5,2000,1168,1619,4,2,6,8,10,2009
323262,10933,9,5,2009,1680,0,1,1,1,8,7,2009
297000,10637,8,5,2007,1718,0,2,0,3,7,9,2009
295493,10226,8,5,2008,1630,0,2,0,3,8,1,2009
332000,10816,9,5,2008,1720,0,2,0,3,8,11,2009
239900,9178,8,5,2008,1468,0,2,0,3,6,6,2009
212000,10769,8,5,2007,866,902,2,1,3,7,4,2009
272500,11422,8,5,2007,1838,0,2,0,3,7,4,2009
239000,11923,9,5,2007,1800,0,2,0,2,7,5,2009
220000,8814,7,5,2006,1604,0,2,1,3,8,3,2009
200000,6762,7,5,2007,1290,0,2,0,2,6,5,2009
221800,10324,8,5,2008,1254,0,2,0,2,5,3,2009
194500,7314,7,5,2007,1232,0,2,0,2,6,2,2009
237000,11645,8,5,2005,1498,0,2,0,3,7,3,2009
173000,11646,6,5,2005,704,718,2,1,3,7,7,2009
275000,12800,7,5,1989,1644,0,2,0,2,5,8,2009
233500,16698,7,5,1992,944,815,2,1,3,7,6,2009
185000,28698,5,5,1967,1160,966,2,1,3,7,6,2009
152000,12464,5,5,1996,1040,0,1,0,3,6,11,2009
143000,9757,5,7,1994,990,0,1,0,3,5,10,2009
231500,15426,6,5,1997,928,836,2,1,3,7,8,2009
212000,10667,7,6,1996,827,834,2,1,3,6,4,2009
207000,14753,7,5,1998,1463,0,2,0,3,5,12,2009
145000,10859,5,5,1994,1097,0,1,1,3,6,6,2009
138000,8072,5,5,1994,990,0,1,0,3,5,5,2009
197900,10400,7,5,1998,866,913,2,1,3,6,3,2009
204000,10335,7,5,1999,1501,0,2,0,3,6,6,2009
192000,9017,7,5,1999,1431,0,2,0,3,6,9,2009
200000,8750,6,5,1998,928,844,2,1,3,7,4,2009
195000,8935,7,5,2002,831,829,2,1,3,7,7,2009
227000,9808,7,5,2002,1573,0,2,0,3,6,3,2009
230000,12420,7,5,2001,944,896,2,1,3,6,6,2009
187100,16285,7,5,2001,1430,0,2,0,3,6,6,2009
203000,10739,7,5,2002,1444,0,2,0,3,6,4,2009
201000,11166,7,5,2001,1492,0,2,0,3,6,7,2009
124000,8430,5,5,1978,1040,0,2,0,3,5,8,2009
140000,16269,5,5,1978,907,0,1,0,3,5,7,2009
134900,6950,5,7,1979,914,0,1,0,2,5,10,2009
150500,8800,5,7,1977,1040,0,2,0,3,5,9,2009
136500,7000,5,8,1978,864,0,1,0,3,6,7,2009
143500,9286,5,7,1977,1268,0,1,1,3,5,10,2009
133500,15523,5,6,1972,864,0,1,0,3,5,8,2009
123000,7200,5,5,1972,894,0,1,0,2,6,9,2009
133900,7200,5,8,1972,768,0,1,0,2,5,4,2009
133000,8445,5,7,1972,768,0,1,0,2,5,3,2009
250000,11664,7,5,2002,1611,0,2,0,3,6,9,2009
254750,12334,8,5,2003,1068,1116,2,1,4,8,6,2009
236500,11838,8,5,2001,1788,0,2,0,3,7,6,2009
261500,11885,8,5,2001,1299,573,2,1,3,7,11,2009
313000,11050,9,5,2000,1476,677,2,1,3,8,5,2009
198500,8749,7,5,2002,840,885,2,1,3,6,11,2009
211000,11250,7,5,2001,944,926,2,1,3,6,5,2009
220000,15750,8,5,1999,1513,0,2,0,2,5,6,2009
203000,11883,7,5,1996,1504,0,2,0,3,6,6,2009
279500,12782,8,5,2002,1828,0,2,0,3,7,6,2009
210000,8750,7,5,1997,1417,0,2,0,3,7,8,2009
219500,9375,7,5,1997,1057,977,2,1,3,8,2,2009
191000,8750,7,5,1996,909,807,2,1,2,7,7,2009
178000,9100,7,5,2001,1212,0,2,0,3,6,6,2009
213000,9750,7,5,2000,1630,0,2,0,3,6,10,2009
144000,4435,6,5,2003,848,0,1,0,1,4,6,2009
140000,4435,6,5,2003,848,0,1,0,1,4,5,2009
293200,10200,8,5,2007,1602,0,2,0,3,7,1,2009
190000,9313,7,5,2004,864,864,2,1,3,7,4,2009
190000,8487,7,5,2004,1500,0,2,0,3,6,8,2009
173500,8633,6,5,2005,738,738,2,1,3,7,2,2009
170000,11069,6,5,2007,608,788,2,1,3,6,7,2009
108000,8777,4,5,1949,1126,0,2,0,2,5,5,2009
167000,9937,5,7,1964,1486,0,1,0,3,7,3,2009
100000,8877,4,6,1938,816,0,1,0,2,3,5,2009
198500,7301,7,5,2003,495,1427,3,0,4,7,7,2009
159500,7950,6,6,1977,698,728,1,1,3,6,7,2009
127000,10682,4,6,1960,1149,0,1,0,3,7,7,2009
125000,7200,6,6,1976,1125,0,1,0,3,6,10,2009
320000,13286,9,5,2007,1698,0,2,0,3,8,2,2009
145500,3675,6,5,2005,1072,0,1,0,2,5,4,2009
118000,9405,5,9,1947,698,0,1,0,2,4,6,2009
85000,6410,4,5,1959,876,0,1,0,3,5,3,2009
120000,11767,5,5,1950,1368,0,1,0,3,6,6,2009
98000,8405,4,3,1945,1088,441,2,0,4,9,4,2009
99900,4060,5,8,1922,864,0,1,0,2,4,7,2009
82000,10206,3,3,1952,944,0,1,0,2,4,7,2009
119900,10926,5,5,1959,1678,0,2,0,6,10,8,2009
103500,11767,5,5,1956,1560,0,1,0,2,7,5,2009
